"frontline_level","band","level_in_band","incoming_pressure_multiplier","defense_output_multiplier","pressure_capacity_multiplier","progress_requirement_multiplier","reward_multiplier","sample_push_pressure_per_second","sample_base_defense_per_second","sample_push_gold_per_minute","sample_push_scrap_per_minute","milestone_gold","milestone_scrap","next_band_level"
"874","88","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
"875","88","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
"876","88","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
"877","88","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
"878","88","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
"879","88","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
"880","88","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
"881","89","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","891"
"882","89","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"883","89","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"884","89","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"885","89","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"886","89","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"887","89","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"888","89","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"889","89","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"890","89","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","891"
"891","90","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","901"
"892","90","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"893","90","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"894","90","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"895","90","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"896","90","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"897","90","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"898","90","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"899","90","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"900","90","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","901"
"901","91","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","911"
"902","91","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"903","91","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"904","91","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"905","91","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"906","91","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"907","91","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"908","91","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"909","91","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"910","91","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","911"
"911","92","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","921"
"912","92","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"913","92","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"914","92","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"915","92","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"916","92","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"917","92","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"918","92","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"919","92","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"920","92","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","921"
"921","93","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","931"
"922","93","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"923","93","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"924","93","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"925","93","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"926","93","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"927","93","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"928","93","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"929","93","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"930","93","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","931"
"931","94","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","941"
"932","94","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"933","94","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"934","94","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"935","94","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"936","94","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"937","94","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"938","94","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"939","94","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"940","94","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","941"
"941","95","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","951"
"942","95","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"943","95","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"944","95","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"945","95","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"946","95","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"947","95","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"948","95","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"949","95","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"950","95","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","951"
"951","96","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","961"
"952","96","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"953","96","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"954","96","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"955","96","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"956","96","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"957","96","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"958","96","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"959","96","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"960","96","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","961"
"961","97","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","971"
"962","97","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"963","97","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"964","97","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"965","97","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"966","97","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"967","97","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"968","97","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"969","97","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"970","97","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","971"
"971","98","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","981"
"972","98","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"973","98","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"974","98","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"975","98","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"976","98","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"977","98","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"978","98","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"979","98","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"980","98","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","981"
"981","99","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","991"
"982","99","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"983","99","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"984","99","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"985","99","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"986","99","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"987","99","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"988","99","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"989","99","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"990","99","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","991"
"991","100","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","1001"
"992","100","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
"993","100","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
"994","100","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
"995","100","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
"996","100","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
"997","100","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
"998","100","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
"999","100","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
"1000","100","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","1001"
